returnsBTC,volaBTC,cashvolBTC,returnsETH,volaETH,cashvolETH,txncostETH,returnsBNB,volaBNB,cashvolBNB,returnsADA,volaADA,cashvolADA,returnsETC,volaETC,cashvolETC,returnsLTC,volaLTC,cashvolLTC,returnsLINK,volaLINK,cashvolLINK,returnsMATIC,volaMATIC,cashvolMATIC,returnsAAVE,volaAAVE,cashvolAAVE,returnsDOT,volaDOT,cashvolDOT,returnsFIL,volaFIL,cashvolFIL,returnsMKR,volaMKR,cashvolMKR,returnsNEO,volaNEO,cashvolNEO,returnsSOL,volaSOL,cashvolSOL,returnsXMR,volaXMR,cashvolXMR
-0.004368927929341737,-1.127245931452057,-0.29749173247576266,-0.002734049060983068,-0.8997264764983735,-0.014211272952596943,10.106043290348879,-0.01003974375815897,-0.5739833218762111,-0.21121979745430153,0.0023814423079912272,-0.9570590336778189,-0.14775765589469358,-0.008300629328976683,-0.57444460460888,-0.0904943009740844,-0.003620509179871334,-0.930206199936126,-0.1665072301869408,-0.007691904062884891,-0.8977091161620179,-0.3942674499925083,-0.03157313853121568,-0.3073033690391087,-0.46308514286485547,-0.0017813331085623219,-1.031410755674102,-0.07530548820748706,-0.005848775725501465,-0.2752386631976179,0.1648716495191742,-0.007344966631128713,-1.139961848486813,-0.499768042236326,-0.008034368339032483,-0.5255461079447867,0.12288172933557817,-0.00890925367624451,-0.7980467605101492,-0.13808579197328363,-0.0216852174674238,0.3173592766171369,0.0544212561991273,-0.0029825949551813835,-0.3167643376915126,0.09974521307555584
0.007140572407806189,0.12912994355164376,0.06013143574714519,0.016360815503627002,0.5290438396892183,-0.09517909766042365,10.175137579462765,0.006279717210513347,-0.11697167658550667,0.054832037114927346,0.014736680287548237,0.42627613148252497,0.22766218436266072,0.013484900777876785,-0.011503824481486957,-0.24773515679364522,0.0054668529190733395,0.04666476485711146,0.3124891575570743,0.009805405549355939,0.24712155002086994,0.04573346891429608,-0.02150836278203927,0.3160088891159951,0.04562694793368749,0.01356822155988624,0.5606100881341158,-0.022470913314418084,0.012058085259911255,-0.203944020807118,-0.28374032893126966,0.005789783001304727,0.13031051194435328,0.35731147271749464,0.01268594944750312,0.13838395049983898,-0.06817568999098356,0.015268341308654954,0.1231085999484356,-0.058375820904792874,-0.020137792120279663,-0.29814584458879534,-0.10956072631908853,0.0073217951995951935,-0.4147922909833024,-0.2868736556112843
-0.0021224637727463858,0.1471938583276886,0.2257978113290946,-0.015085608815967433,-0.10522323787601806,0.11868761970534436,10.181759709796594,-0.012823547715361983,0.35915362130314055,0.21111916348491633,-0.011297718411465596,0.21522446021525932,0.1681303183510039,-0.011088254933276698,0.07020425867324376,0.4734910784618034,-0.013619690512728155,0.4003863770291505,-0.05421209640848801,-0.016280165132920743,0.3923070235306567,0.26745187138444493,-0.03424638975733618,-0.38245734986303725,-0.13631792722609504,-0.01758912153822134,-0.2153850604033094,-0.037896999069232606,-0.01470277589668001,0.2711527705005766,0.29882249991588594,-0.01180752231261728,0.07580229245492387,-0.2104647226243621,-0.0295319349330736,0.31681008964580215,0.09716410727147107,-0.014993023544331407,0.2116693591590556,0.06935846332135931,0.0038381869487973397,0.11858566833451317,-0.002235483177383202,-0.01235691912735426,-0.01415594923013086,0.13377251009253222
0.0032623332074361855,0.24775248735488553,-0.11734171215866596,0.004627104531335746,-0.04971715512039987,-0.19381015421194903,10.128558533483897,0.0015512716994745546,-0.14923583220818992,-0.1697439891546253,0.0032642431465321475,0.03472571137382596,-0.103249554089615,0.0023594933319190936,0.010728072239995834,-0.22738963146272617,0.005718089666451043,-0.016427474141944565,-0.16312545952613533,0.0027221933349057537,-0.4722135748965364,-0.17072763388865297,0.030650177138951906,0.3242975850604015,0.04919782039475251,0.011732978665664362,0.3113925522241825,-0.18751613708046655,0.0029824610482211966,-0.16694045475564773,-0.33179089776516335,0.005155346151489937,0.5619900853783054,0.44719455103958694,0.0030895620069646412,-0.42699247374070826,-0.006535529664439821,0.00044722976314037766,-0.08551376219569118,-0.3251822092421932,0.01402707292998473,-0.05369089943540767,-0.24227470900771664,-7.970562061654363e-05,0.3093399323337025,-0.26877825098743635
-0.0021202300103553284,-0.3493329761752708,-0.358820423982781,-0.002153969399318889,-0.2404846758516217,-0.3009972305267752,10.14066175015557,-0.002580550079121835,-0.2623642644674966,-0.3045031428548306,-0.0067852293838960576,-0.3474538157516971,-0.54469530885358,-0.007475078568884186,-0.3571105788835375,-0.4190020443245448,-0.003352305260472477,-0.6706283170245871,-0.4517678648899732,-0.005829905570163607,-0.07342746855481486,-0.2526942894597468,0.012801889822102508,-0.33138143994880576,-0.4782907085810848,-0.014522873739752917,-0.22899755527104793,-0.13040592865372247,-0.0002149316065196416,-0.45854807733047787,-0.28591007340576624,-0.009633297673756758,-0.425711530317173,-0.8236908328343748,-0.004496841067977542,-0.33814447781357426,-0.15894380802888364,-0.0007454940963791401,-0.5034983352960254,-0.3844471987264999,0.020138078108587365,0.01974508136455483,0.40323113434362057,-0.00010628404420831572,-0.05058549678810387,0.05776700987391159
0.0004714471619795546,-0.0620739372208563,-0.20118961175687744,0.008986952598926123,0.18993773983926765,0.05214701983302561,10.17605448981668,0.007312919688313713,0.16420980685091946,-0.02978388522415898,0.006296271668995768,-0.0962768304354209,-0.060924708290144736,0.015081820417186087,0.6255538894274186,0.27031719224578943,0.00895571491998659,0.7052197617942034,0.28982992262270457,0.009812939669577858,0.21049243376063415,-0.014330270088379393,0.05734371954465722,0.5729322803639212,0.6063669780485732,0.020599473255697553,0.17134993726756198,-0.10041398231802035,0.001994018606864323,0.21186523627648546,0.028824304251664046,0.008023808943297794,-0.02034610047791452,0.5445808076571002,0.001243743677251885,-0.25610772685318617,-0.045324674589977576,0.002383627449318304,0.27958486221915624,0.06038244028567341,-0.008673055454403666,-0.7539839393807852,-0.4914651923771629,-0.0003455011794697427,-0.21882897313641725,-0.09204987721643931
-0.005362570385337051,0.659165473277481,0.6194933756880978,-0.009884468793335266,0.6448311073300337,0.7471788368167758,10.171021670762968,-0.009374660152119851,0.6016157530531547,0.3379286269494557,-0.005230479397581866,0.3508066955703022,0.2779553420144403,-0.0016229209891527319,0.11441035117774331,0.35795707896179785,0.0033224666015208015,0.2654364635044628,0.4203712141853977,-0.007691678322330642,0.6351714393349028,0.5439425486998815,0.04269954770168116,0.519181847709469,0.7911886449438299,-0.0209737342211076,0.49812971230686376,0.7075274311446176,-0.007907368555522876,0.5823106613277924,0.4853611023046902,0.028501121619542324,0.9940658314904832,1.2959639147900042,-0.008804862628952748,1.0336268208178887,0.2500809324843054,-0.007802260742674427,0.623030442855314,0.6080845950468277,-0.0038827776396228586,0.685512654477175,0.14068720812233693,-0.0037283665026626167,0.8685958580661359,0.4497692254079748
0.013979811600368208,0.19348684563998475,-0.005390773361117596,0.010350831867427246,-0.4352336204594285,-0.6412227315026406,10.173385261897506,0.010452146369797966,-0.5507141802871356,-0.12072083165369207,0.019314079238404863,-0.015094626222483143,-0.15320038124345103,0.006724179368738259,-0.09707889482610682,0.16422447844044896,0.01131980001307209,-0.4638874022283024,0.054048392900440945,0.01775151983407497,-0.48102075950763823,-0.4413811208716645,-0.006914887203438802,-0.5331756175089284,0.018053333051714304,0.013672880356191186,-0.5582651299597599,-0.3016436651140104,0.018667535165492577,-0.13307893805078913,-0.19199558659574123,0.021562242846241197,0.10071503486607947,-0.1829208534595601,0.019787645724880676,-0.16475638100573597,-0.09380804880564142,0.01606644086945952,-0.2972515234679315,0.0017534812791719645,-0.0022883967731588406,-0.2370263097318996,-0.05767566072368524,0.02729224490683535,-0.0635537844750318,0.2020601251856995
0.0038995023768091386,-0.9827108780669311,-0.4463545157585216,-0.0021342937109629645,-0.6268925364136924,-0.3880543117905937,10.214829609894453,0.0069201867432475694,-0.4229874588003435,-0.603542685120491,-0.0017697695874953068,-0.9181936820202456,-0.46005740207588985,0.017743665750254323,-0.0325989284824269,-0.5980145128959133,-0.002026507401263977,-0.4827676709708314,-0.4945880342201576,-0.0010271335320553021,-1.0222393098835414,-0.5319988210251694,-0.02343242197703088,-0.19409794411778014,-0.6853865333604752,0.007008552534846224,-0.4949532665496874,-0.5314885053623932,0.012024555341026755,-0.1577760614415782,-0.0674591998202061,0.0023710000500321016,-0.6254347189790403,-1.0725699377708438,0.0047742623621509495,-0.5202712604999187,-0.09105148698840182,0.0365139918539068,0.5477624161491538,0.29750075248093744,-0.0150134130803119,0.21287672736216118,-0.02960433482259006,0.006418075393865408,-0.35181239461584246,0.11210915776482011
-0.003872853214692995,0.39157190130129926,0.29515162738838896,-0.005245341281010063,0.10624304358186931,-0.07043496525286486,10.177603049525514,-0.008499657670229865,0.3225774483023909,0.16284038307879456,-0.004599935480542744,0.3894647667617326,0.36353382860953687,-0.007895019435180117,-0.2904472332103184,-0.15991734706756233,-0.003088177992685459,0.24735402706481147,-0.1292975161930734,-0.010012563385330076,0.7861150470966006,0.21228462918165292,0.0031998230911731707,-0.523741849032537,-0.3365439498997844,-0.0031066405801949415,0.07679455578500916,-0.05228256753832916,-0.009571755346794664,-0.06115442315332248,-0.14155389666287732,-0.008505138840368964,-0.37804189472769756,-0.42376929728937895,-0.010324397394306573,0.20248611873945688,0.014512040784737223,-0.0160640707693398,-0.4616782529487151,-0.03603498047956144,-0.011581833308309974,-0.06616401528647708,0.24415351465655633,0.028081301892871835,0.8956818094601569,0.535762859079119
